orbit_class_type,Minimo,Maximo,Media,Mediana,Moda,Desviacion estandar,Varianza,Asimetria,kurtosis
AMO,0.0098637028,18.1150684236,0.45327272548849,0.21307881195,0.0859092601,0.7167501538575201,0.5137307830547787,6.353207637739785,84.54556001835701
APO,0.00136157,11.6960705369,0.340279056101065,0.1081533507,0.0494356193,0.624563425278335,0.39007947219540634,5.3647246893927925,47.35494140164018
ATE,0.0022596438,7.6214916608,0.2342474189494475,0.0783501764,0.0783501764,0.47664514348388554,0.22719059280677384,6.900282003109884,73.51592726633564
IEO,0.0594346868,3.4676877062,1.2730311872272728,1.0289941146500001,"[0.05943469 0.3266179  0.46993737 0.49435619 0.52004387 0.54205079
 0.56759685 0.63101543 0.65168838 0.94632427 0.98637028 1.07161795
 1.12730122 1.17500571 1.30028927 1.73796081 1.80318372 1.88816516
 2.07033192 2.9925401  3.17716653 3.46768771]",0.9558926878866638,0.9137308307551909,1.0902108339631933,0.3696133519484075
