orbit_class_type,Minimo,Maximo,Media,Mediana,Desviacion estandar,Varianza,Asimetria,kurtosis
AMO,1.029813950043776,631.8954563363584,3.0002015040957004,2.955685050752798,7.176141749987962,51.49701041592029,78.44178888734344,6694.656897514237
APO,1.020337402322124,34.62487569503594,2.6257290929720725,2.467130092861032,1.0631571127849342,1.1303030464651973,2.7710671756610035,63.57863723212956
ATE,0.9838619152585016,1.766867803715706,1.16929402955539,1.1375521653882426,0.13319474539151877,0.017740840199911508,1.1663640769486736,1.2988412248250265
IEO,0.6537542899131352,0.9808914892519944,0.9049650907708201,0.9401022404307326,0.08682721920356266,0.007538965994623521,-1.516122625099405,1.9222796434891078
