orbit_class_type,is_potentially_hazardous_asteroid,Minimo,Maximo,Media,Mediana,Desviacion estandar,Varianza,Asimetria,kurtosis
AMO,False,1.029813950043776,631.8954563363584,2.9996628131874763,2.954283802805082,7.223237132637018,52.17515467430625,77.9498887743488,6609.306120621669
AMO,True,1.189047541231336,5.438128807447698,3.04035680264433,3.0221995020012713,0.9791661166069048,0.9587662839110466,-0.04351200678957785,-0.8088055831798564
APO,False,1.020337402322124,14.77908024416651,2.576042867482602,2.400370181711558,1.0140672242226212,1.028332335242572,0.8768163970282578,2.905612376534908
APO,True,1.029073754957911,34.62487569503594,2.9427072706348314,2.814660817898429,1.2905356126784255,1.6654821675912794,8.435408662609056,201.3577906999225
ATE,False,0.9838619152585016,1.766867803715706,1.1659299396633833,1.135343717346597,0.12881100865553616,0.01659227595085661,1.1778987263803524,1.3980916055373278
ATE,True,0.9895991333500544,1.705080049460123,1.2007242408321377,1.179466262858907,0.16591824562897958,0.0275288642325984,0.8761142950204883,0.14214627638014754
IEO,False,0.6537542899131352,0.980247691137722,0.881065399128479,0.9132619172324706,0.09105722457184547,0.008291418146727498,-1.155134925918689,0.941237535435743
IEO,True,0.95610737198111,0.9808914892519944,0.9686976018170631,0.9716892397586911,0.009347638536452514,8.737834620817212e-05,-0.34767105175693125,-1.0713253219083496
